truth_status    stance_sequence
2	[(0, 0.0), (3, 0.008798332947441537), (3, 0.02002778420930771), (1, 0.06147256309330864), (3, 0.1648529752257467), (1, 0.19090067145172493), (3, 1.0)]
2	[(1, 0.0), (3, 0.0013918832965743976), (3, 0.0037874094449813728), (3, 0.004919089039228806), (3, 0.006282060813322429), (3, 0.007161797140237405), (3, 0.007950668682212805), (3, 0.009755573728512544), (0, 0.012762372066513022), (3, 0.046444295756614545), (3, 0.05768261756664106), (3, 0.06453464839458446), (3, 0.06583566690621928), (3, 0.06852030827943399), (3, 0.07806111069808937), (3, 0.08017991227418036), (3, 0.08637523852006046), (3, 0.11755012018932917), (1, 0.32696040773507135), (0, 0.3274642942697362), (3, 0.3288933495237859), (0, 0.33400655878538565), (1, 0.3374635508305867), (3, 0.34020188503126575), (3, 0.7119379806540612), (3, 0.726538299506852), (3, 1.0)]
2	[(3, 0.0), (0, 0.3974358974358974), (3, 1.0)]
2	[(0, 0.0), (3, 0.0016375339578356), (3, 0.0068818414279296115), (3, 0.008011319978334167), (0, 1.0)]
2	[(3, 0.0), (3, 0.110277294774412), (3, 0.13571886153564564), (3, 0.1647295689576279), (3, 0.21437723071291298), (3, 0.679372197309417), (3, 1.0)]
2	[(3, 0.0), (3, 0.04087465521760294), (3, 0.10185589655904048), (3, 0.10588719843241017), (3, 0.11517292163298928), (3, 0.1315851877737978), (3, 0.1840794778028781), (3, 0.19081911560975), (3, 0.28879348002446237), (3, 0.2969184878249691), (3, 0.36911997803377306), (3, 0.7359185252674014), (3, 0.8393969272243925), (3, 0.9994258827053405), (3, 1.0)]
2	[(3, 0.0), (3, 0.34215751158173396), (3, 1.0)]
2	[(3, 0.0), (1, 0.013260640168835738), (3, 0.042912416461484346), (0, 1.0)]
2	[(3, 0.0)]
2	[(3, 0.0), (3, 0.012370341913177103), (3, 0.44010756819054936), (3, 0.9971571263926239), (3, 1.0)]
2	[(1, 0.0)]
2	[(3, 0.0), (3, 1.0)]
2	[(3, 0.0), (3, 0.03201051248357424), (3, 0.03910643889618923), (3, 0.08515111695137977), (3, 0.16538764783180027), (3, 0.1673850197109067), (3, 0.3210249671484888), (3, 0.3528252299605782), (3, 0.5987385019710907), (3, 1.0)]
2	[(3, 0.0), (3, 0.020293259183779208), (3, 0.04835840486347386), (3, 0.1305331514136198), (1, 0.15574860537814544), (3, 0.1695134799053557), (3, 0.18004870382204108), (3, 0.2107908326281066), (3, 0.2867480699815202), (3, 0.2923265573996995), (3, 0.4094920640403447), (3, 0.8777914025664496), (3, 1.0)]
2	[(0, 0.0)]
2	[(3, 0.0)]
2	[(3, 0.0), (3, 0.0072582533364551624), (3, 0.02973542495902599), (3, 0.037461952704284714), (3, 0.0841723249824397), (3, 0.09086474674159058), (3, 1.0)]
2	[(3, 0.0)]
2	[(3, 0.0)]
2	[(1, 0.0)]
2	[(3, 0.0), (3, 0.8711880711880712), (3, 0.934054834054834), (3, 1.0)]
2	[(3, 0.0)]
2	[(3, 0.0)]
2	[(3, 0.0), (3, 0.033031739192876636), (0, 0.048118627028579636), (3, 0.048219158408731866), (3, 0.04940399253195462), (0, 0.05506965388481976), (3, 0.10885394226626455), (3, 0.11719086600603189), (3, 0.12561395950021542), (3, 0.12817032888122937), (3, 0.13065489013356313), (3, 0.13436018957345972), (3, 0.15506247307195176), (3, 0.16010340370529944), (3, 0.34300588826655176), (3, 0.353446790176648), (0, 0.3776892144190722), (1, 0.37916128105701563), (1, 0.38003015941404567), (3, 0.38076978313945137), (3, 0.3984130403561683), (3, 0.4373258652879506), (3, 0.45007180812868014), (3, 0.5007109004739336), (3, 1.0)]
2	[(3, 0.0)]
2	[(0, 0.0), (3, 0.023231489842719697), (3, 0.026915006269124075), (3, 0.031248172858915475), (3, 0.03441196915461024), (3, 0.06520538689915481), (3, 0.07138355995296533), (3, 0.07170838503465883), (3, 0.0740666151277537), (3, 0.13588082817402827), (3, 0.14202651871966945), (3, 0.14465760188138688), (3, 0.16612204327969388), (3, 0.17163757316684966), (0, 0.18898323252928298), (0, 0.1948365805014), (0, 0.2086156604668386), (3, 0.21952978321174046), (3, 0.231912115325897), (3, 0.2323084019255631), (3, 0.23680398105620123), (3, 0.30347757732461067), (3, 0.3050172482118379), (3, 0.3588342677468183), (3, 0.39893067583106495), (1, 0.4001909971480358), (2, 0.40041837470522124), (3, 0.4096953790383878), (3, 0.41256683276055844), (3, 0.4478948086455444), (3, 0.5871018456561142), (3, 0.6074099097635923), (3, 1.0)]
2	[(3, 0.0)]
2	[(3, 0.0)]
2	[(0, 0.0), (3, 0.11362410619530611), (1, 0.2223072774404565), (3, 0.23629499469371423), (3, 0.3213173506845979), (3, 0.6200873362445415), (3, 0.8847753092433759), (3, 0.9078098087997356), (3, 0.9696236886515075), (3, 1.0)]
2	[(3, 0.0)]
2	[(3, 0.0), (3, 0.01681353185455282), (3, 0.03230573741056877), (3, 0.036812979383626605), (3, 0.04045468357227701), (3, 0.059284734307523734), (3, 0.10042079868880234), (3, 0.1046610130475217), (3, 0.16415292395237702), (3, 0.17834221890739665), (3, 0.1886181781350423), (3, 0.19145419555629217), (3, 0.2071029345414031), (3, 0.263174129628095), (3, 0.29110153494839003), (3, 0.3778670939108496), (3, 0.40892516781304383), (3, 0.7479673673839581), (1, 0.7654024290305056), (3, 1.0)]
2	[(3, 0.0)]
2	[(3, 0.0), (3, 0.17359154929577464), (3, 0.23615926327193934), (3, 1.0)]
2	[(3, 0.0), (3, 0.5921710665898827), (3, 0.8421937986845695), (2, 0.8486497135756069), (3, 0.8556511987391264), (3, 0.898402691480011), (1, 0.9073288273270088), (3, 0.9112690570727124), (3, 0.9295456612008608), (3, 0.9380171551541236), (3, 1.0)]
2	[(2, 0.0), (3, 1.0)]
2	[(3, 0.0), (3, 0.05666034244489729), (3, 0.3339891785538613), (3, 0.355233879090249), (3, 0.6913311315672358), (3, 0.7695875202023751), (1, 1.0)]
2	[(3, 0.0)]
2	[(3, 0.0), (3, 0.0918293564714389), (3, 0.8286334056399133), (3, 1.0)]
2	[(3, 0.0), (3, 0.007928642220019821), (3, 0.29757185332011893), (3, 0.5500495540138751), (3, 0.5594648166501487), (3, 0.6194251734390486), (0, 0.6734390485629336), (3, 0.8664519326065411), (3, 0.8751238850346879), (3, 0.9442517343904856), (3, 1.0)]
2	[(1, 0.0), (3, 0.09120982986767485), (0, 0.3686200378071834), (3, 0.4281663516068053), (3, 0.9551039697542533), (1, 1.0)]
2	[(3, 0.0), (3, 1.0)]
2	[(0, 0.0), (3, 0.10845295055821372), (3, 0.7192982456140351), (3, 1.0)]
2	[(0, 0.0), (3, 0.013322971022538026), (3, 0.06517153325191517), (3, 0.509936715887643), (3, 0.700677251026979), (3, 0.8137004552015099), (3, 0.9826801376707006), (3, 1.0)]
2	[(1, 0.0), (3, 0.0994263862332696), (3, 0.32122370936902483), (2, 0.35830077313159864), (3, 0.4063513176490149), (3, 1.0)]
2	[(3, 0.0), (3, 1.0)]
2	[(3, 0.0), (3, 0.008773158687353342), (3, 0.022484502504115156), (3, 0.06696319125836164), (3, 0.07683956151717858), (3, 0.11954960949812629), (3, 1.0)]
2	[(3, 0.0), (1, 0.6303688606084709), (3, 0.648936170212766), (3, 0.710839630145158), (3, 1.0)]
2	[(3, 0.0), (3, 0.013398119663034416), (1, 0.026767487996319828), (3, 0.028636324430004887), (3, 0.8219430148644374), (3, 1.0)]
2	[(1, 0.0), (1, 0.007421929701722448), (3, 0.14902207907389253), (3, 0.8117443868739206), (3, 0.8240092424030248), (3, 0.8289338561359286), (3, 1.0)]
2	[(1, 0.0), (3, 0.05191063435253771), (3, 0.058679852851745144), (3, 0.6616686771611153), (3, 0.6947072487463487), (3, 1.0)]
2	[(1, 0.0), (3, 1.0)]
2	[(3, 0.0), (3, 0.02550586634926033), (3, 0.04025675905458256), (3, 0.04289236524400612), (3, 0.06268066655330726), (3, 0.17475769426968202), (3, 0.6863203536813467), (3, 1.0)]
2	[(3, 0.0), (3, 0.9952657919653727), (3, 1.0)]
2	[(3, 0.0), (3, 0.18489132728423718), (3, 0.352774847014138), (3, 0.9607512133361469), (3, 1.0)]
2	[(3, 0.0), (3, 0.8976377952755905), (3, 1.0)]
2	[(3, 0.0)]
2	[(0, 0.0), (3, 0.2314542526107965), (3, 0.2449628513534577), (3, 0.31725463708629914), (3, 0.3653140749207669), (3, 0.39723593287265546), (3, 0.49660726346963163), (3, 0.5014911414765938), (3, 0.6472073569906999), (3, 0.6504494206889385), (3, 0.7730347586636879), (3, 0.8430300826102769), (3, 1.0)]
2	[(3, 0.0), (3, 1.0)]
2	[(1, 0.0), (3, 0.3191824180540405), (3, 0.8600704565369003), (3, 1.0)]
2	[(3, 0.0)]
2	[(3, 0.0), (3, 0.06391104122205998), (3, 0.15129731551162529), (3, 0.3363660189449249), (3, 0.9684001647384777), (1, 1.0)]
2	[(1, 0.0), (3, 0.5064323429389654), (3, 0.5327993556470377), (1, 0.5349807589046), (3, 0.5834638446393413), (3, 1.0)]
2	[(3, 0.0)]
2	[(3, 0.0), (3, 1.0)]
2	[(1, 0.0), (3, 1.0)]
2	[(3, 0.0)]
2	[(2, 0.0)]
2	[(1, 0.0)]
2	[(3, 0.0)]
2	[(3, 0.0)]
2	[(1, 0.0)]
2	[(3, 0.0), (3, 0.005722655894608512), (3, 0.024255326891933694), (3, 0.0684626162272322), (1, 0.10275306148443328), (3, 0.10352639336208308), (3, 0.11433484360500028), (3, 0.138408210055134), (3, 0.21047364303000526), (3, 0.3056207580472005), (3, 0.4205378750659607), (3, 0.43964372145495567), (3, 0.4497152319085831), (3, 0.9160161580872318), (3, 1.0)]
2	[(3, 0.0), (3, 0.0014459224985540775), (1, 0.0440427993059572), (1, 0.08974840948525159), (3, 0.11735106998264894), (0, 0.12471081550028919), (3, 0.1387218045112782), (3, 0.1434065934065934), (3, 0.14799016772700982), (3, 0.14949392712550608), (3, 0.15218334297281666), (3, 0.17314921920185078), (3, 0.17408906882591094), (3, 0.17842683632157316), (3, 0.1788316946211683), (3, 0.2642857142857143), (3, 0.710989010989011), (3, 0.9893146327356853), (3, 1.0)]
2	[(1, 0.0), (3, 0.006835515552254312), (1, 0.009063854784132672), (1, 0.05148483127248365), (3, 0.8591145871261221), (3, 1.0)]
2	[(3, 0.0), (3, 1.0)]
2	[(3, 0.0), (3, 0.004292138669095463), (3, 0.015096487732680594), (2, 0.023168440826549782), (1, 0.025923606762680025), (3, 0.0271759549154665), (3, 0.028007058689588433), (0, 0.03332384584732737), (3, 0.03392724995730631), (3, 0.04939944213582285), (1, 0.049832071497694544), (3, 0.062344168042352134), (3, 0.13838447088290545), (3, 0.1436101781749872), (3, 0.23817384869357316), (3, 0.46589628280298284), (3, 0.572334490806626), (3, 0.6353845278078215), (1, 0.702624238629248), (3, 0.805931576250925), (3, 1.0)]
2	[(3, 0.0), (3, 0.3924850673704681), (3, 0.5152104458952632), (3, 0.5269481872482289), (3, 1.0)]
2	[(3, 0.0), (1, 0.11027147638527333), (1, 0.7604016362960209), (3, 0.834436593529193), (3, 1.0)]
2	[(1, 0.0), (3, 0.04371238165170277), (1, 0.045692733887386934), (3, 0.04847412747683099), (3, 0.08265189190391954), (1, 0.08871532992890759), (3, 0.09250915078490927), (1, 0.09688150150751533), (3, 0.18785532303105149), (3, 0.5060244985147359), (3, 0.5199314664619561), (1, 0.5219563209950714), (3, 0.566024721026223), (3, 0.5666811299133317), (3, 0.6165125774618114), (3, 0.6583781137701233), (3, 0.6691476697484507), (3, 0.6939465749919339), (3, 0.700110143186142), (3, 0.7013117052167818), (3, 0.7066853576315877), (3, 0.7191014986148659), (1, 1.0)]
2	[(3, 0.0), (3, 0.007605228089539783), (3, 0.1662516320954086), (3, 0.2624140205408461), (3, 0.32414424358266813), (3, 0.5450323726965581), (3, 0.6125237242734651), (3, 1.0)]
2	[(3, 0.0)]
